osm_id,code,fclass,width,name
326356729,8101,river,0,Sundar
326359801,8101,river,0, 
326359802,8101,river,0, 
326359803,8101,river,0, 
326359804,8101,river,0,Bagiharan Jhor
326361516,8101,river,0,Bahuda
326362648,8101,river,0,Madala
343683709,8101,river,0, 
344225630,8101,river,0,Pipel Naal
344235501,8101,river,0,Pipel Naal
344235504,8101,river,0,Pipel Naal
344235505,8101,river,0,Pipel Naal
344235506,8101,river,0,Pipel Naal
344235507,8101,river,0,Pipel Naal
344235508,8101,river,0,Pipel Naal
344235509,8101,river,0,Pipel Naal
344238381,8101,river,0,Pipel Naal
344238382,8101,river,0,Pipel Naal
344238383,8101,river,0,Pipel Naal
344238384,8101,river,0,Pipel Naal
344981197,8101,river,0, 
344981198,8101,river,0, 
364217918,8101,river,0,Mahanadi
364217919,8101,river,0,Mahanadi
364217920,8101,river,0,Mahanadi
364217921,8101,river,0,Mahanadi
364785883,8101,river,0,Jhaun Jhor
364785884,8101,river,0,Jhaun Jhor
365543169,8101,river,0, 
373814710,8101,river,0, 
373814712,8101,river,0,Haribang Nadi
373814713,8101,river,0, 
374048382,8101,river,0,San
374050253,8101,river,0,Mahendratanaya
374050254,8101,river,0,Mahendratanaya
374050255,8101,river,0, 
374188375,8101,river,0, 
374191963,8101,river,0, 
374196690,8101,river,0, 
374251324,8101,river,0, 
387185363,8101,river,0,Gonda
395906335,8101,river,0, 
397255132,8101,river,0, 
397279159,8101,river,0, 
397279160,8101,river,0, 
397279161,8101,river,0, 
397452360,8101,river,0, 
397729917,8101,river,0, 
399844924,8101,river,0, 
399845028,8101,river,0, 
403521613,8101,river,0,Sabari
411829068,8101,river,0, 
412073084,8101,river,0,Tamasa Nala
412134103,8101,river,0, 
412134105,8101,river,0, 
412134112,8101,river,0, 
412134116,8101,river,0, 
412140222,8101,river,0, 
412145228,8101,river,0, 
412428765,8101,river,0, 
412509052,8101,river,0, 
412914305,8101,river,0, 
414571167,8101,river,0, 
414571168,8101,river,0, 
414571170,8101,river,0, 
414571171,8101,river,0, 
414571172,8101,river,0, 
414599393,8101,river,0, 
414599394,8101,river,0, 
414761506,8101,river,0, 
414766554,8101,river,0, 
414766562,8101,river,0, 
417100570,8101,river,0, 
417100591,8101,river,0, 
417100595,8101,river,0, 
417361530,8101,river,0, 
417611403,8101,river,0, 
417611413,8101,river,0, 
417912409,8101,river,0, 
417954209,8101,river,0, 
425091730,8101,river,0, 
425091740,8101,river,0, 
425091751,8101,river,0, 
425931269,8101,river,0, 
425936814,8101,river,0, 
426777491,8101,river,0, 
431505281,8101,river,0, 
431505283,8101,river,0, 
431505288,8101,river,0, 
432827411,8101,river,0, 
435571753,8101,river,0,Basundhari
435573284,8101,river,0, 
435670235,8101,river,0,Gahira
435671877,8101,river,0,Drongjor
435675353,8101,river,0,Saraswati
435675355,8101,river,0, 
439431995,8101,river,0,Pala Eru
439431998,8101,river,0, 
439432000,8101,river,0,Pala Eru
439595426,8101,river,0,Gurarhi
439595428,8101,river,0, 
439595434,8101,river,0, 
439611737,8101,river,0, 
439635893,8101,river,0, 
439647372,8101,river,0, 
439647374,8101,river,0, 
439647375,8101,river,0, 
439647896,8101,river,0, 
456223213,8101,river,0,Brahmani River
456223214,8101,river,0,Dhambra River
456223217,8101,river,0,Matai River
456223219,8101,river,0, 
456223220,8101,river,0, 
456223222,8101,river,0, 
456237621,8101,river,0, 
456237622,8101,river,0, 
456240530,8101,river,0, 
461161774,8101,river,0,Barabanki
463253699,8101,river,0, 
464621361,8101,river,0, 
464805120,8101,river,0, 
465024805,8101,river,0, 
488438926,8101,river,0, 
489298008,8101,river,0, 
532489958,8101,river,0, 
545871734,8101,river,0,Sāran Khol Nadi
548504661,8101,river,0,Burgar Nadi
549070840,8101,river,0,Surubali Jhor
549070841,8101,river,0,Surubali Jhor
549100661,8101,river,0,Jaraikela
549105655,8101,river,0, 
549105656,8101,river,0, 
549105657,8101,river,0, 
549195209,8101,river,0, 
549221588,8101,river,0, 
549282962,8101,river,0,Baitarani
549282964,8101,river,0, 
549282965,8101,river,0,Baitarani
554599621,8101,river,0,Tel River
554966145,8101,river,0, 
574318626,8101,river,0, 
594233591,8101,river,0, 
594234968,8101,river,0, 
594234969,8101,river,0, 
594300577,8101,river,0, 
594300579,8101,river,0, 
600472388,8101,river,0, 
600472390,8101,river,0, 
600474979,8101,river,0,Surubali Jhor
600474980,8101,river,0, 
600777244,8101,river,0, 
602122511,8101,river,0,Chandri
609237358,8101,river,0, 
609238992,8101,river,0, 
609238994,8101,river,0, 
609238999,8101,river,0, 
609239002,8101,river,0, 
609275760,8101,river,0, 
609275762,8101,river,0, 
609543544,8101,river,0, 
609543545,8101,river,0, 
609543547,8101,river,0, 
610254658,8101,river,0, 
610545861,8101,river,0, 
610545892,8101,river,0, 
610545907,8101,river,0, 
610545908,8101,river,0, 
611313037,8101,river,0,Indravati
611313040,8101,river,0, 
611313044,8101,river,0,Indravati
611565951,8101,river,0,Indravati
612317920,8101,river,0, 
612317921,8101,river,0, 
612317922,8101,river,0,Tej
612317923,8101,river,0,Kandabindha
612319168,8101,river,0,Kandabindha
612341933,8101,river,0, 
612721338,8101,river,0, 
616843058,8101,river,0, 
616958397,8101,river,0, 
618297422,8101,river,0, 
618902302,8101,river,0, 
618902310,8101,river,0,Rana
618902318,8101,river,0,Rana
619211070,8101,river,0, 
644553828,8101,river,0, 
644553832,8101,river,0, 
644553833,8101,river,0, 
644553834,8101,river,0, 
644553835,8101,river,0, 
646200578,8101,river,0,Hinjuli
661857226,8101,river,0,Pedda Gedda
664353665,8101,river,0,Gumma Gedda
664709775,8101,river,0, 
666139598,8101,river,0,Bendi Gedda
666139600,8101,river,0,Bendi Gedda
671167189,8101,river,0, 
671167190,8101,river,0,Subarnarekha River
671167191,8101,river,0, 
671167192,8101,river,0,Subarnarekha River
671167209,8101,river,0, 
671167210,8101,river,0, 
671167211,8101,river,0,Budhabalanga River
671167212,8101,river,0,Budhabalanga River
671167213,8101,river,0,Budhabalanga River
671167214,8101,river,0, 
671167215,8101,river,0, 
671167216,8101,river,0, 
671167218,8101,river,0, 
671167219,8101,river,0, 
671169292,8101,river,0,Brahmani
671169293,8101,river,0, 
672846799,8101,river,0, 
676739740,8101,river,0, 
683647806,8101,river,0, 
687454317,8101,river,0, 
696777554,8101,river,0, 
696777555,8101,river,0, 
705944529,8101,river,0, 
708650206,8101,river,0,Lurgi
729710988,8101,river,0, 
729711010,8101,river,0, 
732565692,8101,river,0,Boduru Gedda
746273438,8101,river,0, 
746273439,8101,river,0, 
746273441,8101,river,0,Kakharua
746341223,8101,river,0, 
746341224,8101,river,0, 
746341225,8101,river,0, 
746341226,8101,river,0, 
746341227,8101,river,0, 
746341228,8101,river,0, 
746341229,8101,river,0, 
746341230,8101,river,0, 
746341231,8101,river,0, 
746341232,8101,river,0, 
746341235,8101,river,0, 
746487531,8101,river,0, 
763180776,8101,river,0,Baitarani
763180777,8101,river,0, 
763180778,8101,river,0,Baitarani
763180779,8101,river,0,Baitarani
763187189,8101,river,0,Baitarani
763348542,8101,river,0, 
767598258,8101,river,0, 
767629765,8101,river,0, 
767668967,8101,river,0, 
768032111,8101,river,0, 
768267986,8101,river,0, 
768732056,8101,river,0, 
769707272,8101,river,0, 
771743426,8101,river,0, 
772079515,8101,river,0, 
772248666,8101,river,0, 
772387721,8101,river,0, 
772705120,8101,river,0, 
772705121,8101,river,0, 
772866905,8101,river,0,Surubali
772866906,8101,river,0, 
772872323,8101,river,0,Surubali
772880036,8101,river,0,Gadgadi
772912606,8101,river,0, 
773098892,8101,river,0,Surubali Jhor
793276608,8101,river,0, 
793276616,8101,river,0, 
793276617,8101,river,0, 
793283359,8101,river,0, 
793313748,8101,river,0, 
793466487,8101,river,0, 
793952638,8101,river,0, 
793952639,8101,river,0, 
793959335,8101,river,0, 
794292022,8101,river,0, 
801876576,8101,river,0, 
801876577,8101,river,0, 
801876580,8101,river,0, 
801876581,8101,river,0, 
802229397,8101,river,0, 
802229398,8101,river,0, 
810027847,8101,river,0, 
810027848,8101,river,0, 
810027849,8101,river,0, 
810027851,8101,river,0,Amargonda
810027852,8101,river,0,Turi
810027853,8101,river,0,Chhabili
810027854,8101,river,0, 
810027856,8101,river,0,Poragar
810027858,8101,river,0,Ammulgar
810027862,8101,river,0,San
813698464,8101,river,0, 
813698465,8101,river,0, 
815452905,8101,river,0, 
815452907,8101,river,0,Khairi
815452908,8101,river,0,Deo
815452909,8101,river,0, 
815452910,8101,river,0, 
815452911,8101,river,0,Matai River
817901993,8101,river,0, 
817926067,8101,river,0, 
817926068,8101,river,0, 
817926070,8101,river,0, 
817926072,8101,river,0, 
817926073,8101,river,0, 
817930988,8101,river,0, 
817932805,8101,river,0, 
818103711,8101,river,0,Kuaria
818103713,8101,river,0, 
818103718,8101,river,0,Burtanga
818103719,8101,river,0,Burtanga
818103721,8101,river,0,Burtanga
818105697,8101,river,0,Mainshia
818110719,8101,river,0,Duanta
818110720,8101,river,0,Kusumi
818110721,8101,river,0,Kusumi
818110722,8101,river,0,Dauka
818110724,8101,river,0, 
818116886,8101,river,0,Dauka
818116887,8101,river,0, 
818116889,8101,river,0,Malua
818116890,8101,river,0,Malua
818116891,8101,river,0,Kamai
818127797,8101,river,0,Barakuthali
818127798,8101,river,0,Singa Jhor
818127799,8101,river,0, 
818127800,8101,river,0, 
818127801,8101,river,0,Salki
818127802,8101,river,0,Salki
818127803,8101,river,0,Salki
818127804,8101,river,0,Bolath
818127806,8101,river,0,Pichala Jhor
818127807,8101,river,0,Bara Jhor
818283337,8101,river,0,Kokrijhor Nadi
818287999,8101,river,0, 
818288000,8101,river,0,Talkhol
818288003,8101,river,0,Mongragad Jhor
818288004,8101,river,0,Kharkhara Nadi
818505523,8101,river,0,Kuliari Jhor
818505525,8101,river,0,Phul
818505526,8101,river,0,Kuliāri Jhor
818505527,8101,river,0,Tera Nadi
818512717,8101,river,0,Masānkura Nadi
818512723,8101,river,0,Kenkāmdi Nadi
819034137,8101,river,0,Kur
819034138,8101,river,0,Sapnai
819034139,8101,river,0,Chhote Kelo
819041726,8101,river,0, 
819041727,8101,river,0, 
819041728,8101,river,0,Ahera Jhor
819113297,8101,river,0,Garia
819113298,8101,river,0,Chatudhara
819113300,8101,river,0,Lamdora
819113301,8101,river,0,Kharla
819113302,8101,river,0,Bhedan
819113303,8101,river,0,Bailjuri
819113304,8101,river,0, 
819113305,8101,river,0,Hathia
819116288,8101,river,0,Sanbandajor
819116289,8101,river,0,Baljori
819118094,8101,river,0,Khundung
819198692,8101,river,0,Ghorli Jhor
819201028,8101,river,0,Matwali
819212757,8101,river,0,Barabanki
819212759,8101,river,0,Himitira Jhor
819212760,8101,river,0,Peranda Jhor
819212762,8101,river,0,Poradiha Jhor
819212763,8101,river,0,Suresari Jhor
819212764,8101,river,0,Ghosar Jhor
819212765,8101,river,0,Baingni Jhor
819212766,8101,river,0,Salesingha
819212767,8101,river,0,Munki
819212768,8101,river,0,Gohiri Jhor
819215919,8101,river,0,Sapua
819215920,8101,river,0,Suragi
819216926,8101,river,0,Sankhai
819301670,8101,river,0,Daunri
819302886,8101,river,0,Bara Jora
819304907,8101,river,0,Bangursinga
819306168,8101,river,0,Lingra
819308086,8101,river,0,Singharha Jhor
819311689,8101,river,0,Gauduni
819312473,8101,river,0, 
819314488,8101,river,0,Sankh
819315245,8101,river,0,Mankarha
819315246,8101,river,0,Nurhei
819318364,8101,river,0,Jautuka
819319700,8101,river,0,Kala
819321015,8101,river,0,Amsari
819321016,8101,river,0,Korapani
819321578,8101,river,0,Barapandajor
819322211,8101,river,0,Rukura
819323067,8101,river,0,Amrudi
819324097,8101,river,0,Saplata
819324098,8101,river,0, 
819324099,8101,river,0,Katangmunda
819326886,8101,river,0,Kurhadi
819327278,8101,river,0,Suidihi
819493443,8101,river,0,Kālia Nadi
819493444,8101,river,0, 
819515628,8101,river,0,Koraba
819515630,8101,river,0,Samakoi
819515631,8101,river,0,Tentari Gāra
832018540,8101,river,0, 
832018541,8101,river,0, 
832018550,8101,river,0, 
832018551,8101,river,0, 
835420565,8101,river,0, 
836386998,8101,river,0, 
836386999,8101,river,0, 
836387001,8101,river,0, 
837731946,8101,river,0, 
838948507,8101,river,0, 
839124277,8101,river,0,Suk Tel
839372662,8101,river,0, 
839372663,8101,river,0, 
839372664,8101,river,0, 
839372665,8101,river,0, 
839372666,8101,river,0, 
839372669,8101,river,0, 
839372670,8101,river,0, 
839372671,8101,river,0, 
839372672,8101,river,0, 
839372673,8101,river,0, 
839377885,8101,river,0, 
839621658,8101,river,0, 
839635309,8101,river,0, 
839635310,8101,river,0, 
839635312,8101,river,0, 
839635313,8101,river,0, 
839635314,8101,river,0, 
839635315,8101,river,0, 
839635316,8101,river,0, 
839635319,8101,river,0, 
840629484,8101,river,0, 
840629485,8101,river,0, 
840649603,8101,river,0,Suk Tel
840649604,8101,river,0,Suk Tel
841006796,8101,river,0, 
841006797,8101,river,0, 
842265817,8101,river,0, 
844030643,8101,river,0,Dhagrisala Jhor
844052405,8101,river,0,Ghogar Jhor
844587256,8101,river,0, 
844587257,8101,river,0, 
844587259,8101,river,0, 
844587260,8101,river,0, 
844587262,8101,river,0, 
844587264,8101,river,0, 
